Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend.1,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%),Type
TAGG,T. Rowe Price QM U.S. Bond ETF,Bond,1261250000,149417,42.19,False,False,False,False,-0.33%,-1.15%,1.74%,6.54%,1.18%,nan,-14.729476,749.225537,1166.192562,1178.88757,1235.642036,1256.709917,Total Bond Market,2021-09-28,0.08%,1.78,2025-03-26,0.14,4.22%,Annually,0.90%,,0.26,23.15%,9.57%,7.11%,6.15%,T. Rowe Price Group Inc.,1426,36.96%,41.50%,56.13%,40%,20%,1099.0,41.85,43.30,42.12,42.29,46.21,C+,A,nan,C+,C+,C,nan,6.12,50.75%,38.88%,248.74,1.99%,0.69%,Bond
FLRT,Pacer Pacific Asset Floating Rate High Income ETF,Bond,463016000,150338,46.49,False,False,False,False,0.32%,-1.12%,-0.62%,5.24%,6.66%,6.53%,0.0,-41.72182,42.109032,232.86551,392.135338,446.024562,High Yield Bonds,2015-02-18,0.60%,3.69,2025-03-27,0.26,7.92%,Monthly,0.91%,,0.25,37.12%,9.00%,5.78%,4.20%,Pacer Advisors,172,21.01%,26.30%,56.60%,40%,20%,1099.0,45.73,47.44,46.44,46.52,45.18,B,C,B+,A,B-,C+,C+,,nan,nan,nan,nan,nan,Bond
SIHY,Harbor Scientific Alpha High-Yield ETF,Bond,170816000,44443,44.19,False,False,False,False,1.08%,-3.01%,-1.36%,7.21%,5.91%,nan,1.0985,-7.72325,26.501,49.43625,140.25751,140.25751,High Yield Bonds,2021-09-13,0.48%,3.38,2025-04-01,0.22,7.60%,Monthly,1.22%,,0.44,8.67%,16.77%,11.64%,9.20%,Harbor,296,12.26%,16.29%,37.84%,40%,20%,1099.0,42.85,45.83,43.98,44.39,46.28,C,C,nan,C,C,A-,nan,5.89,81.09%,34.32%,227.06,8.77%,4.20%,Bond
SIFI,Harbor Scientific Alpha Income ETF,Bond,32991800,397,42.54,False,False,False,False,0.38%,-2.07%,0.08%,6.25%,3.87%,nan,0.0,0.0,0.0,0.0,3.2405,3.2405,Total Bond Market,2021-09-13,0.50%,2.58,2025-04-01,0.21,6.04%,Monthly,0.91%,,0.29,22.95%,9.86%,6.95%,5.99%,Harbor,174,44.15%,47.09%,65.29%,40%,20%,1099.0,41.90,43.79,42.54,42.54,44.3,C,C+,nan,B,C,C+,nan,6.35,60.49%,45.63%,138.81,6.38%,2.63%,Bond
LGOV,First Trust Long Duration Opportunities ETF,Bond,684060000,287159,21.03,False,False,False,False,-0.52%,-2.33%,1.91%,7.17%,-1.84%,-3.47%,2.1327,36.0132,63.78325,242.49615,673.9931,701.0247,Mortgage Backed Securities,2019-01-22,0.67%,0.84,2025-04-22,0.07,3.99%,Monthly,0.63%,,0.12,54.74%,11.51%,9.63%,8.92%,First Trust,124,20.98%,29.30%,71.91%,40%,20%,1099.0,20.88,21.84,20.92,21.20,43.6,C,B,nan,C,C,C,nan,,nan,nan,nan,nan,nan,Bond
IBTH,iShares iBonds Dec 2027 Term Treasury ETF,Bond,1488970000,440590,22.46,False,False,False,False,0.22%,0.64%,2.18%,6.91%,2.28%,-0.85%,-26.931425,-23.585744,198.977478,675.174298,1439.386088,1463.070593,Government Bonds,2020-02-25,0.07%,0.89,2025-04-01,0.08,3.97%,Monthly,0.38%,,0.06,7.78%,2.68%,2.14%,1.96%,BlackRock Inc.,31,46.57%,66.45%,100.01%,40%,20%,1099.0,22.27,22.51,22.44,22.49,64.04,B-,B+,B+,B+,B,C+,nan,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond
UJB,ProShares Ultra High Yield,Bond,4209500,14016,70.08,False,2x,False,False,0.23%,-4.74%,-2.38%,9.29%,3.61%,5.65%,0.0,-5.506008,-11.839518,-14.353176,-1.592734,2.872057,Leveraged Bonds,2011-04-13,0.95%,2.31,2025-03-26,0.54,3.23%,Quarterly,2.81%,,0.89,55.89%,27.66%,18.72%,14.74%,Proshare Advisors LLC,3,100.01%,100.01%,100.01%,40%,20%,1099.0,67.36,74.78,70.01,70.11,43.76,B-,C,A-,A,B+,A+,B+,,nan,nan,nan,nan,nan,Bond
BKUI,BNY Mellon Ultra Short Income ETF,Bond,213856000,18852,49.76,False,False,False,False,0.26%,0.30%,1.44%,5.69%,4.56%,nan,0.0,4.9598,17.37545,138.82435,185.80195,188.30935,Total Bond Market,2021-08-09,0.12%,2.46,2025-04-01,0.17,4.94%,Monthly,0.78%,,0.02,1.32%,0.80%,0.61%,0.50%,BNY Mellon,123,48.53%,54.94%,83.01%,40%,20%,1099.0,49.59,49.76,49.74,49.76,72.8,C+,A-,nan,A,B-,C,nan,7.02,89.55%,73.45%,9.27,1.06%,0.36%,Bond
TYO,Direxion Daily 7-10 Year Treasury Bear 3x Shares,Bond,11957800,30165,14.07,True,-3x,False,False,0.49%,3.18%,-3.97%,-3.68%,11.04%,14.41%,0.0,0.78985,-3.61235,-1.9368,-56.80985,-14.4099,Inverse Bonds,2009-04-16,1.00%,0.58,2025-03-25,0.23,4.16%,Quarterly,0.81%,,-0.15,88.54%,27.28%,22.74%,20.44%,Rafferty Asset Management,1,100.00%,100.00%,100.00%,40%,20%,1099.0,13.01,14.43,13.91,14.15,53.3,B+,B-,B+,B+,B,A,C+,5.07,0.00%,22.16%,1.57,0.00%,0.00%,Bond
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,Bond,1512740000,523168,16.41,False,False,False,False,-0.06%,-0.97%,1.35%,7.39%,2.86%,nan,12.3759,32.13465,298.42695,834.2208,1436.391,1520.4333,Corporate Bonds,2020-09-16,0.10%,0.77,2025-04-21,0.06,4.68%,Monthly,0.36%,,0.37,26.48%,7.93%,5.96%,5.30%,Invesco,329,9.02%,12.00%,29.30%,40%,20%,1099.0,16.32,16.72,16.38,16.46,47.02,B-,A-,nan,B-,C+,C,nan,6.6,69.42%,56.00%,179.5,13.19%,3.01%,Bond
AVMU,Avantis Core Municipal Fixed Income ETF,Bond,148233000,32679,43.91,False,False,False,False,-0.63%,-4.19%,-4.00%,-1.73%,1.16%,nan,0.0,0.0,6.9174,13.894465,123.27354,155.50544,National Munis,2020-12-08,0.15%,1.56,2025-04-01,0.13,3.53%,Monthly,0.56%,,0.22,44.51%,15.00%,10.13%,7.67%,American Century Investments,528,13.30%,17.43%,37.88%,40%,20%,1099.0,43.08,46.37,43.71,44.20,37.84,C+,A,nan,B,B,B+,nan,,nan,nan,nan,nan,nan,Bond
PAB,PGIM Active Aggregate Bond ETF,Bond,62512500,10208,41.65,False,False,False,False,-0.02%,-1.30%,1.37%,6.21%,1.28%,nan,3.143925,-0.99755,1.114275,19.20885,21.285225,45.781078,Total Bond Market,2021-04-15,0.19%,1.75,2025-04-01,0.14,4.18%,Monthly,0.86%,,0.26,27.63%,7.70%,6.22%,5.64%,Prudential,417,28.88%,34.37%,57.44%,40%,20%,1099.0,41.25,42.61,41.55,41.76,45.96,C,A-,nan,C,C,B-,nan,,nan,nan,nan,nan,nan,Bond
BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,Bond,268307000,55692,23.24,False,False,False,False,-0.39%,-1.65%,-0.74%,1.59%,1.58%,0.72%,0.0,2.3551,40.1052,91.868,239.183,261.9556,National Munis,2019-09-25,0.18%,0.66,2025-04-21,0.05,2.82%,Monthly,0.24%,,0.14,6.41%,4.73%,3.32%,2.73%,Invesco,1958,6.01%,8.21%,19.14%,40%,20%,1099.0,23.16,23.73,23.19,23.29,36.36,C+,A-,nan,B-,C+,C+,nan,,nan,nan,nan,nan,nan,Bond
INMU,iShares Intermediate Muni Income Active ETF,Bond,69322200,43505,23.10,False,False,False,False,-0.07%,-2.36%,-1.25%,1.65%,2.13%,nan,2.31336,18.43207,30.25474,51.59284,46.164,46.164,National Munis,2021-03-16,0.30%,0.82,2025-04-01,0.07,3.56%,Monthly,0.31%,,0.19,27.52%,12.00%,7.93%,6.45%,BlackRock Inc.,150,27.65%,34.32%,63.84%,40%,20%,1099.0,22.92,23.87,nan,nan,40.25,C,B-,nan,B+,B-,A,nan,,nan,nan,nan,nan,nan,Bond
GSIG,Goldman Sachs Access Investment Grade Corporate 1-5 Year Bond ETF,Bond,7057500,425,47.05,False,False,False,False,0.35%,0.05%,1.74%,6.79%,3.82%,nan,0.0,0.0,-2.343,-2.343,-11.656,-11.5505,Corporate Bonds,2020-07-07,0.08%,2.21,2025-04-01,0.19,4.67%,Monthly,0.84%,,0.11,2.65%,4.02%,2.92%,2.50%,Goldman Sachs,325,8.63%,11.75%,30.17%,40%,20%,1099.0,46.74,47.30,47.05,47.05,54.6,C,B,nan,B+,C,C,nan,6.59,89.10%,55.60%,146.5,10.01%,2.30%,Bond
KHYB,KraneShares Asia Pacific High Income USD Bond ETF,Bond,23557000,5762,23.39,False,False,False,False,0.12%,-3.06%,-1.12%,5.37%,3.82%,-0.91%,-0.004668,0.060679,4.912983,11.117131,2.554947,23.005981,High Yield Bonds,2018-06-28,0.69%,2.46,2025-03-28,0.16,10.39%,Monthly,0.53%,,0.14,45.30%,11.45%,7.78%,6.47%,CICC,76,23.98%,32.52%,80.14%,40%,20%,1099.0,22.87,24.47,23.33,23.45,41.5,C+,C,C,B,C+,A+,nan,5.56,93.27%,28.53%,752.73,12.36%,2.64%,Bond
TYD,Direxion Daily 7-10 Year Treasury Bull 3x Shares,Bond,50071300,88944,24.44,False,3x,False,False,-0.61%,-3.21%,4.71%,6.11%,-11.77%,-15.92%,-1.2417,-5.0361,-0.01155,8.60035,43.20435,54.6547,Leveraged Bonds,2009-04-16,1.06%,0.82,2025-03-25,0.12,3.34%,Quarterly,1.52%,,0.12,89.69%,26.81%,22.34%,20.10%,Rafferty Asset Management,2,100.00%,100.00%,100.00%,40%,20%,1099.0,23.72,26.42,24.30,24.72,46.75,B,B,C+,B+,B-,B,B+,5.71,0.00%,30.67%,1.57,0.00%,0.00%,Bond
TBUX,T. Rowe Price Ultra Short-Term Bond ETF,Bond,431636000,96984,49.71,False,False,False,False,0.12%,0.22%,1.45%,6.08%,5.01%,nan,11.157668,37.172377,129.042804,276.737474,395.608035,410.504963,Total Bond Market,2021-09-28,0.17%,2.60,2025-03-26,0.19,5.24%,Annually,0.83%,,0.02,0.72%,1.28%,1.00%,1.29%,T. Rowe Price Group Inc.,525,14.46%,17.66%,34.38%,40%,20%,1099.0,49.54,49.70,49.67,49.74,64.28,C+,A-,nan,A,B-,C,nan,,nan,nan,nan,nan,nan,Bond
IBTF,iShares iBonds Dec 2025 Term Treasury ETF,Bond,2130500000,651198,23.34,False,False,False,False,0.00%,0.30%,1.13%,5.21%,2.74%,0.25%,-14.004651,-72.310745,-44.352778,-110.553045,2075.846355,2143.47491,Government Bonds,2020-02-25,0.07%,1.00,2025-04-01,0.08,4.30%,Monthly,0.35%,,0.02,0.65%,0.59%,0.59%,0.58%,BlackRock Inc.,26,60.83%,77.98%,100.01%,40%,20%,1099.0,23.27,23.36,nan,nan,73.15,B,B,B+,B+,B,C+,nan,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond
HYUP,Xtrackers High Beta High Yield Bond ETF,Bond,12086100,1686,40.35,False,False,True,False,0.28%,-2.89%,-1.50%,8.93%,5.13%,6.30%,0.0,1.9982,1.9982,-0.1312,-6.3317,-128.44775,High Yield Bonds,2018-01-11,0.20%,3.26,2025-04-01,0.28,7.97%,Monthly,1.45%,,0.51,24.50%,16.41%,11.07%,8.52%,DWS,637,6.89%,9.19%,22.13%,40%,20%,1099.0,39.40,42.01,40.32,40.40,43.42,C,A,C+,C,B-,A,nan,4.98,2.84%,21.16%,226.35,3.85%,2.67%,Bond
NFLT,Virtus Newfleet Multi-Sector Bond ETF,Bond,236470000,68194,22.06,False,False,False,False,0.14%,-2.24%,-0.50%,5.48%,3.37%,3.83%,0.0,1.1311,20.17355,145.0581,217.1916,220.91075,Total Bond Market,2015-08-11,0.50%,1.30,2025-04-21,0.12,5.85%,Monthly,0.48%,,0.27,4.30%,8.83%,6.31%,5.80%,Virtus Investment Partners,748,14.95%,17.06%,28.25%,40%,20%,1099.0,21.96,22.77,21.95,22.19,38.66,B-,C+,nan,B+,B,A,nan,,nan,nan,nan,nan,nan,Bond
TOTR,T. Rowe Price Total Return ETF,Bond,548799000,58059,39.85,False,False,False,False,-0.10%,-1.90%,0.86%,6.07%,0.44%,nan,-16.962865,8.070523,423.782824,440.224569,537.786834,540.231948,Total Bond Market,2021-09-28,0.32%,2.07,2025-03-26,0.15,5.17%,Annually,0.87%,,0.27,29.65%,7.60%,6.15%,5.81%,T. Rowe Price Group Inc.,980,20.85%,26.43%,40.91%,40%,20%,1099.0,39.52,41.03,39.79,39.96,42.6,C,B,nan,B-,C,C,nan,,nan,nan,nan,nan,nan,Bond
WINC,Western Asset Short Duration Income ETF,Bond,12041600,5481,24.07,False,False,False,False,0.27%,0.01%,1.67%,6.49%,3.93%,3.67%,0.003539,0.01291,0.011674,1.185763,-22.436907,4.763961,Total Bond Market,2019-02-07,0.29%,1.16,2025-04-01,0.10,4.83%,Monthly,0.42%,,0.3,12.04%,3.71%,2.59%,2.27%,Franklin Templeton,139,20.81%,29.23%,70.28%,40%,20%,1099.0,23.93,24.17,24.02,24.10,54.22,B-,B,nan,B+,B,A-,nan,5.8,4.48%,32.10%,250.04,13.00%,0.68%,Bond
RTAI,Rareview Tax Advantaged Income ETF,Bond,17230800,1716,19.93,False,False,False,False,-1.16%,-5.61%,-4.56%,3.91%,0.28%,nan,-0.606,-0.8162,-1.2474,-1.224,1.22945,13.3952,National Munis,2020-10-21,4.72%,1.23,2025-04-02,0.11,6.03%,Monthly,0.74%,,0.53,101.14%,19.54%,13.66%,11.60%,Neil Azous Revocable Trust,14,89.14%,100.01%,100.01%,40%,20%,1099.0,19.47,21.71,19.86,20.03,35.98,C,C,nan,C,nan,nan,nan,,nan,nan,nan,nan,nan,Bond
JHCB,John Hancock Corporate Bond ETF,Bond,54945400,9248,20.65,False,False,False,False,-0.08%,-2.87%,-0.31%,5.14%,1.93%,nan,0.0,-1.03326,1.108195,9.42824,37.648065,38.855155,Corporate Bonds,2021-03-30,0.29%,1.09,2025-03-27,0.09,5.23%,Monthly,0.46%,,0.4,35.61%,12.25%,8.72%,7.41%,Manulife,88,19.93%,27.73%,69.26%,40%,20%,1099.0,20.43,21.51,20.62,20.72,41.33,C,C+,nan,B-,C+,A,nan,6.2,21.65%,41.01%,250.1,13.02%,1.90%,Bond
IBHF,iShares iBonds 2026 Term High Yield and Income ETF,Bond,746430000,349541,22.98,False,False,False,False,0.52%,-0.53%,0.90%,8.47%,5.63%,nan,0.0,-44.440495,96.26726,385.868285,722.90316,737.99601,Corporate Bonds,2020-11-10,0.35%,1.62,2025-04-01,0.13,7.00%,Monthly,0.58%,,0.34,9.06%,7.53%,5.18%,4.05%,BlackRock Inc.,113,21.66%,29.57%,67.50%,40%,20%,1099.0,22.59,23.27,22.93,23.01,50.93,C+,C+,nan,B-,B-,A,nan,5.72,72.81%,30.87%,249.82,9.68%,1.75%,Bond
UST,ProShares Ultra 7-10 Year Treasury,Bond,19560100,26344,42.15,False,2x,False,False,-0.18%,-1.49%,3.38%,7.56%,-5.77%,-9.46%,0.0,2.283573,-1.090765,7.479853,13.005875,-1.511348,Leveraged Bonds,2010-01-19,0.95%,1.57,2025-03-26,0.31,3.72%,Quarterly,1.71%,,0.09,64.99%,21.45%,17.13%,15.03%,Proshare Advisors LLC,2,100.00%,100.00%,100.00%,40%,20%,1099.0,40.86,44.20,41.94,42.47,48.21,A,A-,C+,A,A+,A,A,,nan,nan,nan,nan,nan,Bond
ELQD,iShares ESG Advanced Investment Grade Corporate Bond ETF,Bond,11946000,571,79.53,False,False,False,False,-0.22%,-2.61%,0.02%,5.14%,1.28%,nan,0.0,0.0,0.0,0.0,-3.95181,-3.95181,Corporate Bonds,2021-11-08,0.18%,3.43,2025-04-01,0.30,4.29%,Monthly,1.81%,,0.5,39.67%,12.79%,9.39%,8.24%,BlackRock Inc.,619,11.27%,14.75%,31.15%,40%,20%,1099.0,78.87,82.40,79.53,79.53,42.88,C,B-,nan,C,C,B,nan,6.8,89.35%,64.45%,32.46,1.97%,2.28%,Bond
JHMB,John Hancock Mortgage-Backed Securities ETF,Bond,128002000,66251,21.54,False,False,False,False,-0.12%,-1.29%,0.95%,7.17%,2.41%,nan,0.0,11.91105,59.80947,87.508508,105.6107,132.198108,Mortgage Backed Securities,2021-08-19,0.39%,1.01,2025-03-27,0.06,4.69%,Monthly,0.49%,,0.18,35.29%,9.04%,7.42%,6.82%,Manulife,362,10.24%,14.25%,35.70%,40%,20%,1099.0,21.40,22.17,21.50,21.60,44.84,nan,A-,nan,nan,nan,A-,nan,,nan,nan,nan,nan,nan,Bond
QCON,American Century Quality Convertible Securities ETF,Bond,45688500,3775,43.36,False,False,False,False,-0.74%,-3.98%,-4.20%,8.06%,0.91%,nan,0.0,0.0,0.0,2.773262,18.093056,46.134842,Preferred Stock/Convertible Bonds,2021-02-16,0.32%,1.22,2025-04-01,0.13,2.73%,Monthly,1.99%,,0.57,55.54%,20.16%,14.88%,11.94%,American Century Investments,106,19.45%,27.16%,66.91%,40%,20%,1099.0,42.22,45.62,43.24,43.42,41.95,C,A,nan,C+,C,C+,nan,6.31,0.00%,44.02%,238.77,6.38%,10.50%,Bond
IBTI,iShares iBonds Dec 2028 Term Treasury ETF,Bond,990305000,258025,22.28,False,False,False,False,0.36%,0.76%,2.73%,7.50%,2.00%,-1.28%,5.568269,3.329107,122.971125,509.567341,960.983436,967.245026,Government Bonds,2020-02-25,0.07%,0.86,2025-04-01,0.08,3.87%,Monthly,0.40%,,0.08,14.91%,3.87%,3.15%,2.86%,BlackRock Inc.,25,60.16%,80.05%,100.00%,40%,20%,1099.0,22.04,22.37,nan,nan,62.25,B-,B+,B,B,B,B-,nan,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond
BSMS,Invesco BulletShares 2028 Municipal Bond ETF,Bond,164470000,48906,22.71,False,False,False,False,-0.67%,-2.39%,-2.00%,0.17%,1.23%,0.17%,0.0,0.0,25.6492,67.6672,146.1394,164.2147,National Munis,2019-09-25,0.18%,0.66,2025-04-21,0.06,2.87%,Monthly,0.23%,,0.19,26.29%,8.69%,5.97%,4.65%,Invesco,1537,6.02%,8.29%,19.73%,40%,20%,1099.0,22.60,23.44,22.64,22.81,34.05,C+,A,nan,C+,C+,C+,nan,,nan,nan,nan,nan,nan,Bond
BSMR,Invesco BulletShares 2027 Municipal Bond ETF,Bond,234401000,55389,23.09,False,False,False,False,-0.47%,-2.24%,-1.50%,0.86%,1.59%,0.77%,0.0,4.6825,40.0199,110.7369,218.3502,233.6974,National Munis,2019-09-25,0.18%,0.66,2025-04-21,0.06,2.83%,Monthly,0.24%,,0.16,19.09%,6.81%,4.83%,4.03%,Invesco,1939,4.63%,6.76%,16.49%,40%,20%,1099.0,22.99,23.76,23.03,23.19,34.34,C+,A-,nan,B,C+,C+,nan,,nan,nan,nan,nan,nan,Bond
IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,Bond,643161000,238497,21.78,False,False,False,False,0.32%,0.69%,3.08%,7.63%,1.64%,-1.75%,1.088259,9.785532,188.782002,405.419846,619.193486,619.232076,Government Bonds,2020-02-25,0.07%,0.84,2025-04-01,0.07,3.84%,Monthly,0.41%,,0.08,17.40%,5.24%,4.35%,3.88%,BlackRock Inc.,24,56.35%,77.29%,100.00%,40%,20%,1099.0,21.51,21.93,21.73,21.83,58.74,C+,B,B,B-,C+,B-,nan,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond
JHMU,John Hancock Dynamic Municipal Bond ETF,Bond,25150100,6760,25.21,False,False,True,False,-0.10%,-2.81%,-1.93%,1.43%,nan,nan,0.0,0.64037,1.937375,3.905785,25.254213,25.254213,National Munis,2023-11-01,0.39%,2.02,2025-03-27,0.08,8.02%,Monthly,0.38%,21.53,0.43,19.35%,10.61%,7.46%,5.94%,Manulife,121,27.30%,33.65%,67.65%,40%,20%,1099.0,24.95,26.15,25.17,25.23,39.21,nan,A-,nan,nan,nan,B,nan,,nan,nan,nan,nan,nan,Bond
ADFI,Anfield Dynamic Fixed Income ETF,Bond,46244300,22605,8.35,False,False,False,False,-0.31%,-2.17%,0.26%,3.24%,0.96%,nan,0.0,-1.05025,1.90425,18.85725,30.5215,49.18449,Total Bond Market,2020-08-18,1.71%,0.28,2025-04-17,0.02,3.33%,Monthly,0.13%,,0.24,38.27%,11.02%,8.21%,7.96%,Anfield Group,8,99.99%,99.99%,99.99%,40%,20%,1099.0,8.30,8.55,8.33,8.38,44.84,C+,C,nan,C+,C,C+,nan,6.02,36.38%,36.62%,165.32,2.66%,0.51%,Bond
IBTG,iShares iBonds Dec 2026 Term Treasury ETF,Bond,1840980000,444773,22.93,False,False,False,False,0.17%,0.49%,1.55%,6.11%,2.48%,-0.30%,2.290622,26.323546,248.767897,779.213129,1740.632239,1816.167169,Government Bonds,2020-02-25,0.07%,0.93,2025-04-01,0.08,4.07%,Monthly,0.37%,,0.04,2.15%,1.32%,1.20%,1.10%,BlackRock Inc.,35,51.62%,68.67%,100.04%,40%,20%,1099.0,22.80,22.95,22.92,22.94,68.26,B,B,B+,B+,B,C+,nan,5.86,88.38%,33.72%,0.0,0.00%,0.00%,Bond
IBDW,iShares iBonds Dec 2031 Term Corporate ETF,Bond,1441470000,276956,20.47,False,False,False,False,0.37%,-0.78%,1.80%,7.90%,2.73%,nan,4.09655,18.59265,164.76404,642.313245,1383.41715,1434.14512,Corporate Bonds,2021-06-22,0.10%,1.02,2025-04-01,0.09,4.99%,Monthly,0.47%,,0.43,29.71%,8.99%,6.71%,5.94%,BlackRock Inc.,425,8.34%,11.52%,26.66%,40%,20%,1099.0,20.23,20.86,20.42,20.54,48.91,B,B+,nan,C,B,A,nan,6.54,61.51%,53.42%,247.98,12.04%,4.47%,Bond
VABS,Virtus Newfleet ABS/MBS ETF,Bond,52165500,35400,24.27,False,False,False,False,0.04%,-0.21%,1.23%,6.84%,4.60%,nan,3.63945,3.63945,41.2553,42.4805,36.6028,46.60275,Total Bond Market,2021-02-09,0.39%,1.25,2025-04-21,0.10,5.15%,Monthly,0.50%,,0.04,4.47%,2.98%,3.84%,3.30%,Virtus Investment Partners,108,45.94%,55.90%,89.02%,40%,20%,1099.0,24.19,24.46,24.26,24.30,47.93,C,B-,nan,A-,C+,B-,nan,,nan,nan,nan,nan,nan,Bond
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,Bond,176794000,49908,22.25,False,False,False,False,-0.76%,-2.92%,-2.34%,-0.63%,0.91%,0.05%,0.0,2.2721,20.6434,85.0872,165.2308,178.2678,National Munis,2019-09-25,0.18%,0.65,2025-04-21,0.05,2.90%,Monthly,0.23%,,0.21,44.28%,9.70%,6.63%,5.29%,Invesco,1408,5.39%,7.46%,17.91%,40%,20%,1099.0,22.13,23.06,22.21,22.32,35.03,C,A,nan,C+,C,C+,nan,,nan,nan,nan,nan,nan,Bond
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,Bond,378962000,120390,21.29,False,False,False,False,-0.05%,-2.05%,-0.19%,7.10%,3.99%,nan,-2.1399,2.1848,72.2004,206.7573,363.8201,386.231,High Yield Bonds,2020-09-16,0.42%,1.53,2025-04-21,0.12,7.06%,Monthly,0.56%,,0.46,11.38%,15.12%,9.95%,8.12%,Invesco,252,13.46%,18.33%,40.45%,40%,20%,1099.0,20.99,21.93,21.12,21.44,43.83,C+,B-,nan,C+,C,C,nan,5.51,49.41%,27.99%,193.73,5.85%,3.82%,Bond
FMNY,First Trust New York Municipal High Income ETF,Bond,19295300,2097,25.66,False,False,False,False,-0.53%,-3.12%,-2.82%,-0.83%,1.43%,nan,0.0,0.0,0.0,1.3555,9.293557,21.36397,New York Munis,2021-05-12,0.65%,0.96,2025-04-22,0.08,3.75%,Monthly,0.33%,,0.25,35.11%,10.70%,7.30%,5.77%,First Trust,69,20.93%,29.02%,77.98%,40%,20%,1099.0,25.29,26.79,25.61,25.73,36.67,nan,B+,nan,nan,nan,A-,nan,,nan,nan,nan,nan,nan,Bond
MIG,VanEck Moody's Analytics IG Corporate Bond ETF,Bond,20996400,8459,20.92,False,False,False,False,-0.06%,-1.75%,0.39%,6.24%,2.74%,nan,-1.04982,4.28033,3.733183,8.621008,8.621008,23.620983,Corporate Bonds,2020-12-01,0.20%,1.01,2025-04-01,0.10,4.76%,Monthly,0.46%,,0.35,17.66%,10.20%,7.54%,6.56%,VanEck,380,9.02%,12.52%,30.67%,40%,20%,1099.0,20.74,21.47,20.90,20.96,44.34,C+,B-,nan,B-,B-,A,nan,6.42,45.02%,48.63%,253.72,20.33%,2.34%,Bond
SSFI,Day Hagan/Ned Davis Research Smart Sector Fixed Income ETF,Bond,36259500,14763,21.01,False,False,False,False,-0.40%,-1.29%,1.45%,4.99%,0.03%,nan,0.0,4.799,-2.64975,-2.66875,14.36325,40.41625,Total Bond Market,2021-09-29,0.81%,0.77,2025-03-28,0.12,3.63%,Quarterly,0.39%,,0.28,32.53%,8.47%,7.47%,6.93%,Donald L. Hagan LLC,8,100.01%,100.01%,100.01%,40%,20%,1099.0,20.90,21.50,20.99,21.06,45.92,C+,C,nan,B+,C,C,nan,6.07,59.38%,37.71%,228.33,2.17%,0.52%,Bond
SMI,VanEck HIP Sustainable Muni ETF,Bond,11074000,479,44.08,False,False,False,False,-0.74%,-3.25%,-3.47%,-0.96%,0.72%,nan,0.0,0.0,0.0,-6.90444,-2.406745,12.594645,National Munis,2021-09-08,0.24%,1.25,2025-04-01,0.12,2.81%,Monthly,0.55%,,0.24,38.82%,11.62%,8.06%,6.41%,VanEck,36,41.01%,53.79%,99.97%,40%,20%,1099.0,43.63,45.91,43.55,44.34,36.45,C,B,nan,B,C+,B+,nan,,nan,nan,nan,nan,nan,Bond
IBHG,iShares iBonds 2027 Term High Yield and Income ETF,Bond,266897000,109771,22.00,False,False,False,False,0.18%,-1.12%,0.53%,7.80%,4.84%,nan,0.0,0.11898,57.06759,163.472165,254.8293,259.78664,High Yield Bonds,2021-07-07,0.35%,1.51,2025-04-01,0.12,6.80%,Monthly,0.54%,,0.46,2.06%,10.21%,6.91%,5.62%,BlackRock Inc.,210,18.77%,24.03%,50.08%,40%,20%,1099.0,21.59,22.45,nan,nan,47.97,C+,B+,nan,B+,A-,A,nan,5.38,27.66%,25.97%,252.61,11.88%,2.82%,Bond
